Name,Type,Hours,Accessible,Lat,Long
Lifestyle Newsagent,newsagent,,,55.9611578,-3.1672271
Maria's Repairs/Alterations,tailor,,,55.9636774,-3.1775215
Noble Centre,massage,,,55.9624227,-3.1759031
PC Repair Man,computer,,,55.9633609,-3.1778779
Sicilian Pastry Shop,bakery,,,55.9627123,-3.1781131
Stone Restor (Masonary Specialist),trade,,,55.9625764,-3.1731835
Walker Woodstock Building Centre,trade,,,55.9632977,-3.1755785
Walker Woodstock Building Centre,trade,,,55.9634965,-3.1749674
William Hill,bookmaker,,,55.9632070,-3.1780414
Airlink Travel,travel_agency,,,55.9621451,-3.1792980
Bharosa Boutique,clothes,,,55.9622189,-3.1792068
Vintiques,antiques,,,55.9619206,-3.1796083
Helen Deans Hair and Beauty,beauty,,,55.9624403,-3.1789331
Leith Army Stores Footwear,outdoor,Mo-Sa 09:20-17:30; Su 11:30-16:00,,55.9613992,-3.1802618
Rajah's Supermarket,supermarket,,,55.9624261,-3.1763251
ALC,clothes,,,55.9539527,-3.1998932
Alchemia Studio,jewelry,,,55.9541148,-3.1988313
City alteration,dry_cleaning,,,55.9548325,-3.1976413
Howie R Nicholsby 21st Century Kilt,clothes,,,55.9539393,-3.1989723
Jane Davidson,clothes,,,55.9538860,-3.1992782
Kakao by K,clothes,,,55.9540652,-3.1991560
Cox & Co,estate_agent,,,55.9540252,-3.1984781
Pam Jenkins,shoes,,,55.9540816,-3.1990491
Samsung support centre,electronics,,,55.9546265,-3.1975347
eye,optician,,,55.9539378,-3.1999912
ishi,hairdresser,,,55.9547082,-3.1975770
Afreen,beauty,,,55.9706273,-3.1711684
City PC Repairs,computer,,,55.9606576,-3.1716248
Ian Bonnyman's Auto Electrics,car_repair,,,55.9613082,-3.1716278
Privilege Detail,car_repair,,,55.9611979,-3.1718782
Robertson's Garage,car_repair,,,55.9610120,-3.1722298
The Salvation Army,charity,,,55.9456418,-3.1909438
Feelfit Massage,massage,,,55.9609072,-3.1806608
Lothian Cat Rescue Shop,charity,,,55.9589001,-3.1719708
Print Sponge,copyshop,,,55.9609417,-3.1806709
Scot-Comp Electronics,computer,,,55.9589292,-3.1719640
Tattoo Studio,tattoo,,,55.9591736,-3.1719076
Top Cellar,alcohol,,,55.9589845,-3.1719512
Verde,antiques,,,55.9588436,-3.1719841
XS Locksmiths,locksmith,,,55.9590621,-3.1719333
Better Hearing Scotland,hearing_aids,,,55.9594042,-3.1718547
Cool Cuts Barbers,hairdresser,,,55.9594555,-3.1718429
Glam,beauty,,,55.9599603,-3.1717381
Hairdresser,hairdresser,,,55.9593228,-3.1718733
Hard to Find Hair Studio,hairdresser,,,55.9598396,-3.1717681
Ladbrokes,bookmaker,,,55.9595719,-3.1717981
M&S Foodstore,newsagent,,,55.9594882,-3.1718354
Mr Greg Tattoo,tattoo,,,55.9593737,-3.1718617
PWC Charity Shop,charity,,,55.9600150,-3.1717245
Capital Pets,pet,,,55.9597294,-3.1713888
Fruit o' the Toun,greengrocer,,,55.9601814,-3.1716831
Holland House Electrical Supplies,doityourself,,,55.9587463,-3.1676912
Imagina Studio Photography,photo,,,55.9602799,-3.1716586
MK Smart Cut,hairdresser,,,55.9602488,-3.1716664
Trim & Trig Hair,hairdresser,,,55.9602078,-3.1716765
Pink,clothes,,,55.9521300,-3.2037098
CeX Edinburgh,electronics,,,55.9530797,-3.1957672
Dance Wear,clothes,,,55.9514551,-3.2043696
Mail Boxes Etc,parcel,,,55.9513520,-3.2049738
Robert Graham,alcohol,,,55.9513768,-3.2048286
The Wax Bar,beauty,,,55.9517044,-3.2037661
AIM Computers,computer,,,55.9698475,-3.1691607
Duke Barbers,hairdresser,,,55.9705345,-3.1711146
Fones 2 You,mobile_phone,,,55.9705528,-3.1711673
Melinda's Cake Boutique,bakery,,,55.9699822,-3.1694976
G.A.S. Autogas,car_repair,,,55.9730927,-3.1670990
Covet,boutique,,,55.9540898,-3.1981026
Alexander Latto,car_repair,,,55.9726873,-3.1679950
Boneyard,tattoo,,,55.9706848,-3.1710703
Leith Florist,florist,,,55.9706598,-3.1711130
Premier Windscreens,car,,,55.9711993,-3.1702188
Toni and Guy,hairdresser,,,55.9537303,-3.2011852
Austin Reed,clothes,,,55.9523519,-3.2030160
Laing,jewelry,,,55.9527501,-3.2005561
Cruise,clothes,,,55.9524612,-3.2023403
Gant,clothes,,,55.9524997,-3.2021026
Hackett,clothes,,,55.9525397,-3.2018555
Hollister,clothes,,,55.9526503,-3.2011724
Rohan,outdoor,,,55.9525584,-3.2017401
Slaters,clothes,,,55.9523890,-3.2027864
The White Company,clothes,,,55.9525166,-3.2019981
Viyella,clothes,,,55.9523305,-3.2031480
French Connection,clothes,,,55.9528490,-3.1999809
Bright House,furniture,,,55.9709990,-3.1716173
Cancer Research UK,charity,,,55.9715525,-3.1717428
Card Factory,gift,,,55.9710610,-3.1719242
Farmfoods,supermarket,,,55.9718675,-3.1714527
Furniture & Electrical,furniture,,,55.9707944,-3.1714944
Kirkgate Barbers,hairdresser,,,55.9709224,-3.1716615
Peacocks,clothes,,,55.9715502,-3.1712993
Pound Stretcher,variety_store,,,55.9716110,-3.1717108
R S Mccoll,newsagent,,,55.9715225,-3.1717592
Semichem,optician,,,55.9714110,-3.1713796
Semichem,beauty,,,55.9714545,-3.1713546
Shoe Zone,shoes,,,55.9712311,-3.1718410
Specsavers Opticians,optician,,,55.9710145,-3.1719469
Superdrug,beauty,,,55.9711913,-3.1715064
Beautybeba,beauty,,,55.9751146,-3.1670369
Bishop Newsagents,newsagent,,,55.9751836,-3.1669785
Cascal,beauty,,,55.9746575,-3.1674844
LG Beauty Clinic,beauty,,,55.9753791,-3.1673720
Leith Print & Copy,copyshop,,,55.9754249,-3.1674641
Moda,hairdresser,,,55.9753095,-3.1672319
William Hill,bookmaker,,,55.9752567,-3.1671257
Keyprint Security Ltd,yes,,,55.9749838,-3.1661365
Creative cookware,kitchen,,,55.9521792,-3.2009433
Cute-icle nail spa,beauty,Tu-We 10:00-18:00; Th-Fr 10:00-19:00; Sa 10:00-18:00,,55.9519434,-3.2022935
Forever Flawless,beauty,,,55.9518856,-3.2026249
Ladbrokes,bookmaker,,,55.9520134,-3.2018929
Palenque,jewelry,,,55.9521325,-3.2012110
Vision Express,optician,,,55.9524117,-3.2003443
Rock Candy,jewelry,,,55.9520743,-3.2015440
Tartan Gift and Souvenirs,gift,,,55.9521032,-3.2013784
The Treasure Trove,craft,,,55.9519814,-3.2029436
Tickets Scotland,ticket,,,55.9519279,-3.2023826
Viking Optical Centre,yes,,,55.9521174,-3.2012971
madefromscotland,boutique,,,55.9520535,-3.2016633
McLaren Auto Body,car_repair,,,55.9773288,-3.1684025
Murdo Macleans,hairdresser,,,55.9519960,-3.2010909
CC,clothes,,,55.9522294,-3.2030946
Flux,gift,,,55.9760370,-3.1692333
Petals By The Shore,florist,,,55.9760587,-3.1692976
Co-operative Food,supermarket,Mo-Su 07:00-23:00,,55.9444724,-3.2041701
Hector Russel Kiltmakers,clothes,,,55.9517782,-3.1991245
Arran Aromatics,perfumery,,,55.9531556,-3.1981689
Cheynes,hairdresser,,,55.9531676,-3.1980981
Hanover Health Foods,convenience,,,55.9530190,-3.1973753
Holland & Barrett,chemist,,,55.9524983,-3.1980605
William Hill,bookmaker,,,55.9525215,-3.1979190
Charlotte Hair Stylist,hairdresser,,,55.9740649,-3.1692611
Camper,shoes,,,55.9523738,-3.1963933
Barrhead Travel,travel_agency,,,55.9531172,-3.1967415
Mac's Audios,mobile_phone,,,55.9709241,-3.1722542
Concept Clothing,clothes,,,55.9710387,-3.1724342
Coral,bookmaker,,,55.9711154,-3.1725547
J.P Optometrist,optician,,,55.9710586,-3.1724655
Albemarle Bond,pawnbroker,,,55.9711588,-3.1726230
Animus,hairdresser,,,55.9714101,-3.1730179
Greggs,bakery,,,55.9714788,-3.1731260
Jeneil,jewelry,,,55.9714412,-3.1730668
Junction News,newsagent,,,55.9713094,-3.1728596
Miena Jewellery,jewelry,,,55.9713891,-3.1729850
Textilewise,curtain,,,55.9711829,-3.1726608
Welch Fishmongers,seafood,,,55.9712226,-3.1727233
Jenners,department_store,,,55.9526388,-3.1941058
Express Laundry Service,laundry,,,55.9716939,-3.1734436
Lookin Trendy,clothes,,,55.9717167,-3.1734783
Calise Beauty,beauty,,,55.9735673,-3.1764012
Deery Funeral Services,funeral_directors,,,55.9739506,-3.1765206
Hogg Heaven,beauty,,,55.9735136,-3.1763356
Leith Bed Centre,bed,,,55.9737942,-3.1767567
Bra Bohag,furniture,,,55.9599671,-3.1713310
Devine Upholstery,fabric,,,55.9605704,-3.1692741
Store Room for Edinburgh,furniture,,,55.9599061,-3.1713458
The Albion Road Garage,car_repair,,,55.9617731,-3.1680629
William Hill,bookmaker,,,55.9598170,-3.1713675
Bulthaup,kitchen,,,55.9573875,-3.1990620
Coulters,estate_agent,,,55.9572778,-3.2072697
Duke's,hairdresser,,,55.9433329,-3.2039488
Gifted,gift,,,55.9592333,-3.2130720
Hadden Rankin,estate_agent,,,55.9566171,-3.2027400
Simpson & Marwick,estate_agent,,,55.9577755,-3.1891823
connolly,hairdresser,Tu 09:00-20:00; We 09:00-18:00; Th 09:00-20:00; Fr 09:00-18:00; Sa 09:00-16:30,,55.9559812,-3.2024020
Albion Convenience Store,newsagent,,,55.9617688,-3.1708996
The Football Programme Shop,sports,,,55.9618020,-3.1706631
The Good Old Days Vintage and Reclaimed,furniture,,,55.9618265,-3.1704720
Central Carpets,carpet,,,55.9746264,-3.1771962
Jlicious,hairdresser,,,55.9747210,-3.1781073
Sklep Mini Kubus,convenience,,,55.9746921,-3.1780773
George Pirie Modern,furniture,,,55.9749627,-3.1722138
Henderson Newsagents,newsagent,,,55.9735699,-3.1730217
short cut to the shore,hairdresser,,,55.9730525,-3.1729595
Braiding World,hairdresser,,,55.9652837,-3.1759857
Trade Cut,hairdresser,,,55.9656420,-3.1756705
Biscuit,clothes,,,55.9540830,-3.1981584
Selenita,clothes,,,55.9542169,-3.1981977
Sweet Service,convenience,,,55.9532501,-3.2068666
Ragdogg,yes,,,55.9747288,-3.1713479
Ecodry Cleaning and Laundry,laundry,Mo-Fr 08:30-18:00;Sa 09:00-15:00,,55.9655241,-3.1699487
Lorne Newsagent,newsagent,,,55.9655769,-3.1704886
Mighty Barbers and Beauty,hairdresser,,,55.9666330,-3.1745857
Window Cleaning Stuff,trade,,,55.9660955,-3.1735212
Perfect Signs,clothes,,,55.9671529,-3.1696465
Blue Tiger Tattoo,tattoo,,,55.9667052,-3.1747682
GCR Autos Ltd,car_repair,,,55.9687992,-3.1727609
Ju-Pa Hairdressing,hairdresser,,,55.9690677,-3.1682684
Leith Domestic Appliances,electronics,,,55.9689113,-3.1728306
Leith Salerooms,furniture,,,55.9689354,-3.1729070
Links Engraving,jewelry,,,55.9688435,-3.1678900
Max Yarns Embroidery,fabric,,,55.9693398,-3.1687069
McKenzie and Flynn Roofing Contractors,trade,,,55.9672951,-3.1699956
Pets and Things,pet,,,55.9689094,-3.1680013
Printing Express,computer,,,55.9701504,-3.1718335
R&A Foodstore,newsagent,,,55.9675682,-3.1707731
Ronald G Graham Building and Roofing,trade,,,55.9681777,-3.1707458
S&J Motors,car_repair,,,55.9692663,-3.1686038
S&N Grocers,greengrocer,,,55.9661128,-3.1702872
Scotmid Funeral Directors,funeral_directors,,,55.9688221,-3.1678539
Shoe Repairs and Key Cutting,locksmith,,,55.9687844,-3.1678546
Stardust Crystals and Gifts,gift,,,55.9667415,-3.1747399
The Money Shop,pawnbroker,,,55.9702026,-3.1717846
We-Pay,pawnbroker,,,55.9700100,-3.1719649
Swatch,jewelry,,,55.9516228,-3.1999574
Borlands,sports,,,55.9617154,-3.1806220
Nails & Spa,beauty,,,55.9616862,-3.1806728
Blunted Barbers,hairdresser,,,55.9556743,-3.1925318
Kennethkim Hairedresser,hairdresser,,,55.9555894,-3.1925296
Troon Designer Clothing,clothes,,,55.9556669,-3.1925739
Jack Brown eye care,optician,,,55.9557306,-3.1907433
Stringers Cellos,musical_instrument,,,55.9557990,-3.1918188
Hair by Marnie,hairdresser,,,55.9536335,-3.1903920
Apple,computer,,,55.9533274,-3.1901571
Calumet Photographic,photo,,,55.9710656,-3.1777362
Pippin,gift,Mo-We 10:30-18:00; Th 10:30-19:00; Fr 10:30-18:00; Sa 11:00-17:00; Su 11:00-16:00,,55.9460126,-3.2201782
Bagpipes Galore,musical_instrument,,,55.9460083,-3.2198885
Caroline Murray Hairdressing,hairdresser,,,55.9460103,-3.2200252
Conetta & Co,beauty,,,55.9460133,-3.2202276
Viet Nam House,art,,,55.9460114,-3.2200955
R.D. DOIG MOTOR ENGINEERS,car_repair,,,55.9760890,-3.1774345
Sandro,clothes,,,55.9551612,-3.1919278
Best-one,convenience,Mo-Su 07:00-22:00,,55.9510693,-3.2099273
Daneli's Deli,bakery,,,55.9510261,-3.2098355
LadyLux,hairdresser,,,55.9764029,-3.1709586
Salon Services,beauty,,,55.9712303,-3.1776159
Scotland Kilt Company,clothes,,,55.9712775,-3.1773834
Emma Wallace,hairdresser,,,55.9447042,-3.2507531
House of Blinds,window_blind,,,55.9446322,-3.2508107
Murrayfield Carpets & Interiors,carpet,,,55.9445778,-3.2508136
Salon La Greca,hairdresser,,,55.9448889,-3.2516512
Amplifon,hearing_aids,,,55.9288080,-3.2092789
Capability Scotland,charity,Mo-Sa 10:00-17:00; Su 12:00-17:00,,55.9288496,-3.2093031
Out of the Blue,gift,,,55.9281155,-3.2092138
Shoebox,shoes,,,55.9284330,-3.2092608
Western Union,newsagent,,,55.9769782,-3.1799430
,car_repair,,,55.8880013,-3.0807323
Cobalt Hair,hairdresser,,,55.9335898,-3.2299051
Kharma,hairdresser,,,55.9334368,-3.2296523
Pollination,florist,,,55.9334745,-3.2297146
Revive,beauty,,,55.9335536,-3.2298453
Bravado,boutique,,,55.9332752,-3.2103340
Clan House,clothes,,,55.9331161,-3.2103232
Helen Rennie Dressmaking,tailor,,,55.9324102,-3.2101814
Kids' Stop,hairdresser,,,55.9330128,-3.2103107
Kudos,yes,,,55.9324554,-3.2101974
Macgregor Hairdressing,hairdresser,,,55.9323846,-3.2101857
Mail Boxes Etc.,copyshop,,,55.9328557,-3.2102916
Nail Yard,beauty,,,55.9329657,-3.2103050
Panache,hairdresser,,,55.9329200,-3.2102886
Persian Rug Village,interior_decoration;carpet,,,55.9330567,-3.2103160
Too Good To Eat,bakery,,,55.9332103,-3.2103231
Sainsbury's Local,convenience,Mo-Su 07:00-22:00,,55.9526238,-3.1902393
Yankee Scotland,candles,,,55.9542637,-3.1883823
1-Tech,mobile_phone,,,55.9556391,-3.1885367
Argyll Cashmere,clothes,,,55.9497427,-3.1893555
Medusa,hairdresser,,,55.9456976,-3.2042872
Wonderland Models,toys,,,55.9463098,-3.2053627
Godiva Boutique,clothes,,,55.9468504,-3.1979833
unknown,gift,,,55.9469972,-3.1979842
The Edinburgh Kiltmakers - Clothing & Souvenirs,clothes,,,55.9470322,-3.1980209
Sink & Anchor,hairdresser,,,55.9467912,-3.1981479
97 Black,clothes,,,55.9468230,-3.1980596
Pure Scottish,gifts,,,55.9527011,-3.1891146
Amma Art,art,,,55.9576172,-3.1840274
Box Office,ticket,,,55.9568681,-3.1854395
DOFOS Pet Centre,pet,,,55.9576358,-3.1841204
Christopher Ross,clothes,,,55.9541866,-3.1874398
Emma Roy,clothes,,,55.9540802,-3.1875809
CitiDogs,pet,,,55.9074033,-3.2563037
Colinton Arts,art,,,55.9073683,-3.2581823
Colinton Hair Design,hairdresser,,,55.9075750,-3.2558086
Colinton Opticians,optician,,,55.9073725,-3.2583188
,florist,,,55.9073716,-3.2584020
Moodz,hairdresser,,,55.9073224,-3.2569119
Peaches Colinton,beauty,,,55.9073707,-3.2582497
,deli,,,55.9073336,-3.2568453
,convenience,,,55.9075333,-3.2559474
Dalliance,gift,,,55.9459239,-3.2026028
Edinburgh Ink - Tattoo Studio,tattoo,,,55.9459200,-3.2021221
Main Point Books,books,,,55.9459189,-3.2020308
Missionhair,hairdresser,,,55.9459228,-3.2023769
Stag Barber Co,hairdresser,,,55.9462644,-3.2015244
Loft,hairdresser,,,55.9461888,-3.2013444
Aquarius,gift,,,55.9459699,-3.2037494
,clothes,,,55.9463477,-3.2032777
Scotbet,bookmaker,,,55.9459453,-3.2038130
A&A Foodstore Newsagent,newsagent,,,55.9585607,-3.1716249
A&A Traders Shop,general,,,55.9586846,-3.1716016
Barber Me,hairdresser,,,55.9582939,-3.1716751
Chest Heart and Stroke Scotland,charity,,,55.9579750,-3.1717351
Could 9 Flowers and Gifts,gift,,,55.9583689,-3.1716610
Golden Stitch,tailor,,,55.9578436,-3.1717598
Hair by Linda,hairdresser,,,55.9584981,-3.1716367
MoviExpress,video,,,55.9582251,-3.1721394
Time Out Health and Beauty,beauty,,,55.9582297,-3.1716872
Trade Cut Studio,hairdresser,,,55.9584270,-3.1716501
Zeenat Style,clothes,,,55.9580030,-3.1717298
free SPACE,gift,,,55.9584345,-3.1720814
iTaste Vapour,e-cigarette,,,55.9582690,-3.1716798
KnotStressed Therapies Clinic,massage,,,55.9574361,-3.1831817
Barber,hairdresser,,,55.9459114,-3.2049576
Cheynes,hairdresser,,,55.9467302,-3.2055144
Jazz Tattoo,tattoo,,,55.9459166,-3.2045772
William Hill,bookmaker,,,55.9482958,-3.2060943
Carrickknowe Convenience Store,convenience,Mo-Fr 07:00-19:00; Sa 08:00-13:30,,55.9342888,-3.2767980
Carrick Knowe Licensed Grocers,convenience,,,55.9341581,-3.2766328
Ross Barbers,hairdresser,,,55.9339961,-3.2764078
Time Hair,hairdresser,,,55.9339580,-3.2763686
,vacant,,,55.9341106,-3.2765647
Gregg's,bakery,,,55.9613619,-3.1518927
Soderberg,bakery,,,55.9439508,-3.1937950
Autocar Coachworks,car_repair,,,55.9687698,-3.1643069
Burns Street Bikes,car,,,55.9686779,-3.1648765
Links Express,newsagent,,,55.9685451,-3.1662481
EH6 Hair Design,hairdresser,,,55.9691050,-3.1590362
Electrical Testing Services,electronics,,,55.9694816,-3.1594591
Lothian Racing,bookmaker,,,55.9693938,-3.1593648
Live Laugh -Love,beauty,,,55.9537485,-3.1875030
The Makeup and Beauty Studio,beauty,Mo-Fr 10:00-20:00;Sa 10:00-17:00,,55.9389043,-3.1811126
Forth Flooring,carpet,,,55.9622467,-3.1999514
Tanz,beauty,,,55.9638590,-3.2020090
The Gently Mad,books,,,55.9638931,-3.2020424
Tom Brown's Stamp Shop,yes,,,55.9375175,-3.2160944
British Heart Foundation,charity,,,55.9446157,-3.2182805
White's Auto Services,car_repair,,,55.9427536,-3.2222938
Haymarket Barber,hairdresser,,,55.9451201,-3.2177187
Mobile Care Point,mobile_phone,,,55.9450236,-3.2177825
African Markt,convenience,,,55.9451476,-3.2176986
Vallance,beauty,,,55.9451022,-3.2177319
Georgian Windows,window,,,55.9403653,-3.2249453
Vidhi,supermarket,,,55.9397294,-3.2258628
Cook,supermarket,,,55.9273622,-3.2095055
U Save,convenience,Mo-Su 07:00-22:00,,55.9274247,-3.2095220
Class,hairdresser,,,55.9022171,-3.1559585
Buddah Hair and Beauty,beauty,,,55.9685448,-3.1585799
Natisse,hairdresser,,,55.9389590,-3.2261186
Hair Workshop,hairdresser,,,55.9397827,-3.2199408
we-fix.net,computer,,,55.9398453,-3.2196997
Thistle Tyre & Auto Centres,car_repair,,,55.9634598,-3.1700643
Kami Hair,hairdresser,,,55.9443990,-3.2182342
Edinburgh Barbers,hairdresser,,,55.9440801,-3.2185757
MGM Letting,estate_agent,,,55.9427867,-3.2208759
Save the Children,charity,,,55.9446466,-3.2176463
Shoppers Spot,convenience,,,55.9427487,-3.2209414
Thai @ Haymarket,convenience,,,55.9447784,-3.2175466
Blkwrk,tattoo,,,55.9460224,-3.2208412
Deluxe,dry_cleaning,,,55.9457981,-3.2215242
Designer Cake Boutique,pastry,,,55.9460233,-3.2208997
Fleurs de Fleur,florist,,,55.9460213,-3.2207643
Golifing Lady,sports,,,55.9460073,-3.2198204
Grange,estate_agent,,,55.9460521,-3.2226109
Purdie & Co,estate_agent,,,55.9457959,-3.2213478
Signs Made,copyshop,,,55.9460060,-3.2189545
The Kilt Hire Co,clothes,,,55.9460252,-3.2210283
Zest Skin Spa,beauty,,,55.9457967,-3.2214155
Edinburgh Art Shop,art,,,55.9439620,-3.2027872
Elite,dry_cleaning,,,55.9417105,-3.2036329
Formo,hairdresser,,,55.9424280,-3.2032688
Optometrist,optician,,,55.9427324,-3.2038488
Istanbul Hair Studio,hairdresser,,,55.9432865,-3.2034123
Littlejohns,estate_agent,,,55.9441943,-3.2021920
Nail Hub,beauty,Mo-Su 10:00-18:00,,55.9422433,-3.2032130
Omega,travel_agency,,,55.9431639,-3.2034780
Oriental Supermarket,convenience,,,55.9440766,-3.2024988
Hötter than hell,tattoo,,,55.9426757,-3.2038282
Shelter,charity,,,55.9427150,-3.2033630
Sparkle,yes,,,55.9441409,-3.2023230
Black & Lizars,optician,Mo-We 09:00-18:00; Th 09:00-19:00; Fr 10:00-18:00; Sa 9:00-17:00; Su 11:00-16:00,,55.9522977,-3.2002662
Soderberg,bakery,,,55.9509802,-3.2097331
Vodafone,mobile_phone,,,55.9511835,-3.2025393
Statement,hairdresser,,,55.9428362,-3.2038911
Sweet Serve News,newsagent,,,55.9430052,-3.2034550
The Smoking Fox,yes,,,55.9423424,-3.2032443
William Hill,bookmaker,,,55.9425071,-3.2033033
XL Electrical,hardware,,,55.9430258,-3.2034619
Allan's Bakery,bakery,,,55.9653610,-3.1550289
Anwar Newsagent,newsagent,,,55.9595422,-3.1565232
Kerry's Hair and Beauty,hairdresser,,,55.9655315,-3.1551717
McGillivray's Funeral Directors,funeral_directors,,,55.9656987,-3.1553118
Raeburn Autos,car_repair,,,55.9666151,-3.1543604
Restalrig Villiage Shop,newsagent,,,55.9573848,-3.1494092
Rydale Building Ltd.,trade,,,55.9663504,-3.1565607
William Hill,bookmaker,,,55.9655824,-3.1552144
Yaan Peet Garage,car_repair,,,55.9666053,-3.1546077
Carparts,car_parts,,,55.9387398,-3.2184989
Edinburgh Diving Centre,sports,Mo-Sa 09:30-17:30,,55.9388795,-3.2186008
A.Q.Q.A. Stores,newsagent,,,55.9594605,-3.1504508
Alan's MOT Centre,car_repair,,,55.9587646,-3.1503503
EH7 Hair and Beauty,hairdresser,,,55.9564354,-3.1381575
Edinburgh Waverly Cars and Service,car,,,55.9562469,-3.1325763
I & L Fraser Butchers,butcher,,,55.9564836,-3.1381810
J. Akhtar and Sons,newsagent,,,55.9595179,-3.1500514
St Jude's Laundry,laundry,,,55.9596736,-3.1482425
Breadshare,bakery,,,55.9580703,-3.1227957
Frost Nails and Beauty,beauty,,,55.9551762,-3.1553750
Ideal Electrical Solutions,electronics,,,55.9551678,-3.1540699
JC Melrose Hairdressing,hairdresser,,,55.9549505,-3.1517279
June Carol Hair Design,hairdresser,,,55.9549593,-3.1518598
KMC Beauty,beauty,,,55.9549525,-3.1517652
Lynnette Daly Hair Design,hairdresser,,,55.9551234,-3.1535243
McLean Barbers,hairdresser,,,55.9549645,-3.1519475
Meadowbank Clinic,massage,,,55.9551613,-3.1554785
Parsons Green Mini Market,newsagent,,,55.9551428,-3.1539685
Style Flooring,hardware,,,55.9551041,-3.1533443
Tailor Made for Style,tailor,,,55.9552501,-3.1547514
The Paper Rack,newsagent,,,55.9552382,-3.1544826
Wicked Hair and Beauty,hairdresser,,,55.9549422,-3.1510258
Willowbrae Service Centre,electronics,,,55.9552512,-3.1548244
Premier Newsagent Shaukat Convenience,newsagent,,,55.9548766,-3.1501081
A One Alterations,tailor,,,55.9549137,-3.1504509
Stir Crazy Fancy Dress,clothes,,,55.9549038,-3.1503298
Dunedin Chiropody and Reflexology,massage,,,55.9549310,-3.1482495
Ladbrokes,bookmaker,,,55.9549435,-3.1471975
Missy Cut and Master Cut,hairdresser,,,55.9544028,-3.1486935
Paws Perfect,pet,,,55.9547155,-3.1491776
Caroline Cleland,beauty,"Tu 09:00-21:00; We,Fr 09:00-18:00; Th 09:00-19:00; Sa 09:00-14:30",,55.9240955,-3.2103345
Blackbird Studios,craft,,,55.9241233,-3.2103155
Edward & Irwyn,confectionery,,,55.9241432,-3.2108465
Julie's,hairdresser,,,55.9241523,-3.2102957
Level Up,hairdresser,"Tu,Fr 09:30-17:00; We,Sa 09:30-16:00; Th 10:00-20:00",,55.9241894,-3.2105385
Muirs Hair Salon,hairdresser,,,55.9241909,-3.2103794
Moi Nail & Eyebrow Bar,beauty,"Mo-Fr 09:00-18:00; We,Th 09:00-21:00; Sa 09:00-17:00",,55.9244162,-3.2104761
Capital Glazing,glaziery,,,55.9350675,-3.2254576
Fulton,car_repair,,,55.9348419,-3.2250362
Refinishing Services,car_repair,,,55.9349706,-3.2252766
Machine Mart,hardware,,,55.9556180,-3.1416945
William Purves Funeral Directors,funeral_directors,,,55.9599259,-3.1385127
Fresh Choice,convenience,,,55.9397211,-3.1803029
The Meadows Pottery,pottery,,,55.9391402,-3.1818108
Aihua Chinese Supermarket,convenience,,,55.9438941,-3.1841132
,music,,,55.9438913,-3.1839560
Starlight Chinese Supermarket,convenience,,,55.9423263,-3.1825547
WT Dunbar & Sons Funeral Directors,funeral_directors,Mo-Th 08:45-17:00;Fr 09:00-16:00,,55.9290384,-3.2097387
William Hill,bookmaker,Mo-Sa 09:00-22:00;Su 10:00-18:30,,55.9287646,-3.2097170
Angel,hairdresser,,,55.9350166,-3.2312209
Just Alans,hairdresser,,,55.9349569,-3.2313447
Sash and Case,glaziery,"Mo-Th 09:00-16:30, Fr 09:00-15:30",,55.9344638,-3.2318848
Real McCoy Barber,hairdresser,,,55.9372337,-3.2342184
James Aird,furniture,,,55.9333220,-3.2299590
The Art Stop,art,,,55.9445960,-3.1850571
Dandelion,clothes,,,55.9412304,-3.2036977
Monkey Temple,clothes,Mo-Sa 10:00-18:00,,55.9414232,-3.2032610
Tom H.G. Stewart,estate_agent,,,55.9398036,-3.2042033
Totty Rocks,clothes,,,55.9397500,-3.2042506
e-senses,e-cigarette,,,55.9395825,-3.2039645
Harlie's,electronics,,,55.9593245,-3.1827748
Capital Lettings,estate_agent,,,55.9413464,-3.2036865
Kings Barbers,hairdresser,,,55.9412978,-3.2036912
Silver Joolz,jewelry,,,55.9411893,-3.2037013
Klaklak,photography,,,55.9324981,-3.2285884
James Allan MOT Centre,car_repair,,,55.9583568,-3.1806926
Macdonald Armouries,weapons,,,55.9586345,-3.1790632
Valvona & Crolla Kitchen,bakery,,,55.9588768,-3.1791133
Johnson Cleaners,dry_cleaning,,,55.8824460,-3.1643003
Thomas Cook,travel_agency,,,55.8825423,-3.1644397
Greggs,bakery,,,55.9589264,-3.1830818
Mark 1 Motorcycles,motorcycle,,,55.9583486,-3.1830279
McColls,convenience,,,55.9429698,-3.2899305
Semichem,chemist,,,55.9427944,-3.2844522
Vision Express,optician,,,55.9427556,-3.2833781
,vacant,,,55.8963413,-3.0492485
,vacant,,,55.8964055,-3.0492078
,vacant,,,55.8964783,-3.0491593
,vacant,,,55.8965545,-3.0491166
Dean Jones Hair,hairdresser,,,55.9581776,-3.1837982
Johnsons The Cleaners,dry_cleaning,,,55.9585518,-3.1834402
Key Player,musical_instrument,,,55.9586256,-3.1833696
Ladbrokes,bookmaker,,,55.9582330,-3.1837452
Simply Exquisite Bridal Shop,clothes,,,55.9586895,-3.1833084
Vinyl Villains,music,,,55.9582805,-3.1836997
William Hill,bookmaker,,,55.9587851,-3.1832169
Clancys,estate_agent,,,55.9454223,-3.2341744
Scotbet,bookmaker,,,55.9454029,-3.2340651
U Beauty Therapy,beauty,,,55.9455410,-3.2348994
